Run_ID,Experiment,Replica,Tool_ID,Group,Subgroup,Position,Condition,TCond,Machined_length,Init_diameter,Final_diameter,CTime,R_measurement,ap,vc,f,Ra,Rz,Rsk,Rku,RSm,Rt,Fx,Fy,Fz,F
2_081_L6_23_f,2,2,81,6,na,f,23,0.3,12,78.6,77.6,na,3,0.5,350,0.11,0.737,3.605,0.536,2.386,109.3,3.814,209.9,226.3,178.9,356.7560932
2_081_L6_23_f,2,2,81,6,na,f,23,0.3,12,78.6,77.6,na,4,0.5,350,0.11,0.736,3.677,0.577,2.47,110.9,3.831,209.9,226.3,178.9,356.7560932
2_081_L6_23_f,2,2,81,6,na,f,23,0.3,12,78.6,77.6,na,5,0.5,350,0.11,0.726,3.549,0.531,2.377,98.1,3.818,209.9,226.3,178.9,356.7560932
2_081_L6_23_f,2,2,81,6,na,f,23,0.3,12,78.6,77.6,na,6,0.5,350,0.11,0.74,3.825,0.575,2.533,110.1,4.063,209.9,226.3,178.9,356.7560932
2_081_L6_24_g,2,2,81,6,na,g,24,0.3,12,77.6,76.6,na,1,0.5,350,0.13,0.846,4.067,0.587,2.292,130.4,4.373,228.3,221.4,172,361.5561505
2_081_L6_24_g,2,2,81,6,na,g,24,0.3,12,77.6,76.6,na,2,0.5,350,0.13,0.83,3.963,0.506,2.252,130.8,4.138,228.3,221.4,172,361.5561505
2_081_L6_24_g,2,2,81,6,na,g,24,0.3,12,77.6,76.6,na,3,0.5,350,0.13,0.858,4.154,0.41,2.216,130.2,4.444,228.3,221.4,172,361.5561505
2_081_L6_24_g,2,2,81,6,na,g,24,0.3,12,77.6,76.6,na,4,0.5,350,0.13,0.811,4.084,0.566,2.386,121.2,4.378,228.3,221.4,172,361.5561505
2_081_L6_24_g,2,2,81,6,na,g,24,0.3,12,77.6,76.6,na,5,0.5,350,0.13,0.843,4.038,0.489,2.268,133.2,4.269,228.3,221.4,172,361.5561505
2_081_L6_24_g,2,2,81,6,na,g,24,0.3,12,77.6,76.6,na,6,0.5,350,0.13,0.829,3.988,0.519,2.246,127.4,4.243,228.3,221.4,172,361.5561505
2_081_L6_22_h,2,2,81,6,na,h,22,0.3,12,76.6,75.6,na,1,0.5,350,0.09,0.477,2.952,0.91,3.597,87.4,3.104,195.1,221.2,174.9,342.9044473
2_081_L6_22_h,2,2,81,6,na,h,22,0.3,12,76.6,75.6,na,2,0.5,350,0.09,0.488,2.934,0.925,3.603,73,3.168,195.1,221.2,174.9,342.9044473
2_081_L6_22_h,2,2,81,6,na,h,22,0.3,12,76.6,75.6,na,3,0.5,350,0.09,0.481,2.872,1.013,3.741,90.8,2.993,195.1,221.2,174.9,342.9044473
2_081_L6_22_h,2,2,81,6,na,h,22,0.3,12,76.6,75.6,na,4,0.5,350,0.09,0.467,2.852,1.06,3.951,77.7,3.156,195.1,221.2,174.9,342.9044473
2_081_L6_22_h,2,2,81,6,na,h,22,0.3,12,76.6,75.6,na,5,0.5,350,0.09,0.481,2.787,0.87,3.386,81.3,3.037,195.1,221.2,174.9,342.9044473
2_081_L6_22_h,2,2,81,6,na,h,22,0.3,12,76.6,75.6,na,6,0.5,350,0.09,0.473,2.958,1.001,3.859,78.5,3.196,195.1,221.2,174.9,342.9044473
